RowId,Airline Name,Overall_Rating,Review_Title,Review Date,Verified,Review,Top Review Image Url,Aircraft,Type Of Traveller,Seat Type,Route,Date Flown,Seat Comfort,Cabin Staff Service,Food & Beverages,Ground Service,Inflight Entertainment,Wifi & Connectivity,Value For Money,Recommended,Id,sentiment_label,sentiment_scores,review_gte_small_embeddings,lost_luggage_cosim,lost_luggage_kndist,is_lost_luggage_flag
0,Aeromexico,5.0,"""Return flight had problems""",2025-03-30,True,"   I booked London - Mexico City - London Business Class tickets. Outgoing flight gave us access to the Virgin lounge at Heathrow and it was excellent. Return flight had problems: could not check in or select meal on-line using iPad (their website only works on Microsoft). Though in transit, I had to go through immigration, baggage reclaim and security before handing back my luggage to be loaded on the flight home. Refused admittance to their Heineken lounge because I presented more than 3 hours early (just arrived on their flight from Cuba) Lounge was noisy, cramped and spartan when I did get in. But flight was good.",,Boeing 787,Solo Leisure,Business Class,Mexico City to London,2025-03-01,5.0,4.0,3.0,1.0,2.0,,3,no,4e952d699faaee61d9e384f8d7e5513a4753a56b599f20906a0c8a91b4637e59,positive,0.6487370729446411,"[0.027609504759311676, -0.04159051179885864, 0.058696918189525604, -0.01683933474123478, 0.002247615484520793, 0.03277416527271271, 0.05658746883273125, 0.03518332913517952, -0.008323554880917072, -0.02339000068604946, -0.04046481475234032, 0.013434737920761108, 0.0097825201228261, 0.04663095995783806, 0.005665842909365892, -0.00738564133644104, -0.02549762651324272, -0.07365628331899643, -0.06425122171640396, 0.04004231095314026, -0.04248584061861038, -0.014094719663262367, -0.047610148787498474, -0.036792706698179245, 0.026406491175293922, 0.026212943717837334, -0.027709005400538445, 0.004169911611825228, -0.046777840703725815, -0.20614221692085266, -0.017188040539622307, -0.06421855092048645, 0.003308807499706745, -0.016572630032896996, 0.03431788459420204, -0.044850271195173264, -0.010993460193276405, 0.019280802458524704, 0.0187267754226923, 0.05357274040579796, 0.06415265798568726, -0.0007692938670516014, -0.004383109509944916, -0.06752419471740723, -0.01505703292787075, -0.042884569615125656, -0.007057984825223684, -0.0161854587495327, 0.0503493957221508, -0.015124423429369926, 0.03141205385327339, -0.03184599056839943, -0.020205726847052574, -0.012394299730658531, -0.0035667952615767717, 0.062196310609579086, 0.0072304061613976955, 0.0037530050612986088, 0.007876245304942131, 0.02281009964644909, 0.014016538858413696, 0.0007475132588297129, -0.21011069416999817, 0.06181610748171806, 0.02636753022670746, 0.0005635081324726343, -0.05477490276098251, -0.021784480661153793, 0.023013388738036156, 0.04178197681903839, -0.032450295984745026, 0.010351574048399925, 0.013699876144528389, 0.05842449516057968, 0.04818674921989441, 0.006647326052188873, 0.003811170579865575, -0.03196583688259125, -0.005580862518399954, 0.03480841964483261, 0.0501820407807827, -0.036735571920871735, -0.034367047250270844, -0.01512259989976883, -0.010595016181468964, -0.07370228320360184, -0.027911949902772903, 0.0074654435738921165, 0.037947118282318115, 0.007891864515841007, -0.001022379961796105, -0.025741074234247208, -0.026077328249812126, 0.021743427962064743, -0.049732256680727005, -0.045478012412786484, 0.030882366001605988, -0.02711491845548153, -0.048517923802137375, 0.2525404393672943, -0.0019388776272535324, 0.061204008758068085, 0.0338110476732254, 0.04030648246407509, 0.03238825127482414, -0.054371751844882965, 0.013760319910943508, -0.014428791590034962, -0.012948820367455482, -0.017920203506946564, -0.04435790702700615, -0.0020388539414852858, 0.05574200302362442, -0.03152831271290779, -0.030388066545128822, 0.03840295970439911, 0.07294904440641403, 0.01872701570391655, -0.037118569016456604, -0.042678892612457275, -0.04701056331396103, 0.0056696427054703236, 0.05275851488113403, -0.00391840236261487, -0.008374921977519989, -0.033097777515649796, 0.07272575050592422, 0.10611660033464432, -0.023486971855163574, 0.047491878271102905, 0.04753918945789337, -0.09276825934648514, 0.004357230383902788, -0.024320967495441437, -0.05845677852630615, 0.0017500733956694603, 0.04063540697097778, 0.008342615328729153, 0.0693744644522667, -0.026775918900966644, -0.01869877800345421, -0.1201598197221756, -0.01972159929573536, -0.0754164382815361, -0.033606164157390594, 0.07035265862941742, -0.017992839217185974, 0.01803704909980297, -0.05643845349550247, -0.011598020792007446, 0.0034296708181500435, 0.005712002515792847, -0.015145904384553432, -0.04899875447154045, 0.0008772200671955943, 0.027577435597777367, 0.0483752004802227, 0.10542936623096466, 0.009012158028781414, 0.05622795969247818, 0.012046268209815025, -0.09113108366727829, -0.04654887318611145, 0.12527835369110107, 0.01420875545591116, -0.1097007468342781, -0.02375614643096924, 0.046712182462215424, -0.007462528999894857, -0.023675939068198204, -0.0007828641682863235, 0.017030829563736916, -0.05655273422598839, 0.034625109285116196, 0.07248497009277344, 0.016317494213581085, -0.013652212917804718, 0.00874220859259367, -0.027883879840373993, -0.004944914486259222, 0.015912780538201332, -0.05491417273879051, -0.04345386102795601, 0.023823529481887817, 0.08898352831602097, -0.028198251500725746, -0.030813874676823616, -0.039063502103090286, 0.03342428803443909, 0.026955822482705116, -0.02591828815639019, -0.027429096400737762, -0.06920186430215836, -0.016064928844571114, -0.0031638862565159798, -0.08658973127603531, -0.046587083488702774, -0.018232256174087524, 0.046442922204732895, -0.02700818143785, 0.07590444386005402, 0.017196068540215492, -0.03485698252916336, 0.04277456924319267, 0.017632456496357918, 0.031002752482891083, 0.016827573999762535, -0.058436255902051926, 0.05378548800945282, 0.021598227322101593, -0.04521826654672623, 0.06081968545913696, 0.06169118359684944, -0.04444504529237747, 0.002536227460950613, 0.013904767110943794, 0.07010010629892349, 0.03975020349025726, 0.014144211076200008, 0.04365113750100136, 0.04788439720869064, -0.009439452551305294, -0.029102060943841934, -0.25639069080352783, 0.019459841772913933, 0.0041778311133384705, -0.010303935036063194, 0.006800747476518154, -0.03717144951224327, 0.0526186004281044, -0.01338287815451622, 0.05197683721780777, 0.06381789594888687, 0.07663244009017944, -0.0004242438590154052, -0.014191575348377228, 0.02519572153687477, -0.006245517637580633, 0.05558378994464874, -0.001358131179586053, 0.011147141456604004, -0.012375382706522942, -0.030669711530208588, -0.006092366296797991, 0.03477020561695099, -0.06354860216379166, -0.06304572522640228, -0.003092355327680707, -0.022730955854058266, 0.23199519515037537, -0.016124824061989784, 0.026251792907714844, -0.07331111282110214, 0.04671742394566536, 0.027055133134126663, 0.02972627989947796, -0.11401604115962982, 0.08635146170854568, 0.03579534590244293, 0.13388706743717194, -0.022076399996876717, -0.004084186628460884, -0.04461831972002983, -0.0019994014874100685, 0.03797397017478943, 0.002056277124211192, -0.05974190682172775, -0.017340950667858124, -0.0017200884176418185, -0.010119356215000153, 0.004556444473564625, -0.07584206014871597, 0.05917327105998993, 0.0038050927687436342, 0.0017150655621662736, 0.012783869169652462, 0.0052648684941232204, 0.03896736726164818, -0.01979845203459263, -0.06303048878908157, 0.03088286891579628, -0.04692981764674187, 0.08246931433677673, -0.06545227766036987, -0.00978092197328806, 0.010867180302739143, -0.05587298795580864, 0.029577746987342834, 0.02115718461573124, 0.004835068713873625, -0.0157596655189991, 0.02675669640302658, -0.033455006778240204, -0.04951150342822075, 0.07282011955976486, 0.008865042589604855, -0.021684683859348297, 0.0743408352136612, -0.034035809338092804, 0.045896224677562714, 0.035783134400844574, -0.010219374671578407, -0.04503093287348747, 0.05144320800900459, -0.015865283086895943, 0.03992295265197754, -6.621955981245264e-05, 0.02442622371017933, 0.03642459213733673, 0.09859442710876465, 0.025384429842233658, 0.0076464093290269375, -0.05870094150304794, -0.03532963991165161, 0.0007144621922634542, -0.05451931431889534, -0.02359629236161709, 0.015522479079663754, -0.00019244801660533994, -0.2434702217578888, 0.020428013056516647, -0.045331213623285294, 0.02380579523742199, -0.03438415750861168, 0.018299084156751633, 0.015792299062013626, 0.038363344967365265, -0.06694145500659943, -0.006508244667202234, 0.07796159386634827, -0.030541324988007545, 0.05914159119129181, -0.037286896258592606, 0.04708436131477356, 0.030584005638957024, 0.03676750883460045, -0.03962607681751251, 0.046521175652742386, -0.04133283719420433, -0.0006429543136619031, 0.03394041582942009, 0.1831219345331192, -0.017111215740442276, -0.016033701598644257, 0.04981539398431778, -0.01959778182208538, 0.0013161489041522145, -0.007848197594285011, -0.01863049529492855, 0.03339911997318268, -0.019684050232172012, 0.09835150092840195, -0.04535616189241409, -0.005977510940283537, 0.017057176679372787, -0.07373356074094772, 0.03962792083621025, 0.053686633706092834, -0.038760170340538025, -0.03743617236614227, 0.048935674130916595, -0.02121741510927677, -0.050469618290662766, 0.06344886869192123, 0.013504492118954659, 0.0036086481995880604, -0.026469366624951363, 0.04829665645956993, 0.009295723401010036, -0.005321629345417023, -0.019406210631132126, -0.001524955267086625, 0.01874920167028904, 0.017040636390447617, 0.02227996475994587, -0.06955767422914505, -0.05839193984866142, -0.025048865005373955, -0.003927381709218025, -0.0011539312545210123, -0.04837793484330177, -0.007968775928020477, 0.016507664695382118, 0.03025905229151249]",0.8108178656780454,0.6151132372688456,False
1,Aeromexico,1.0,"""Very disappointed""",2025-03-29,True,"   Flew from Mexico City to Toronto March 2025 , had very uncomfortable seating and was charged an Exorbitant amount to transport my golf clubs home ($190). My flight to my winter destination, the charge by WestJet was $75 for my golf clubs. During my flight I had requested an alcoholic beverage and was told they didn’t have any. Upon arrival in Toronto my golf club travel bag was basically destroyed. Very disappointed.",,,Couple Leisure,Economy Class,Mexico city to Toronto,2025-03-01,1.0,3.0,1.0,5.0,3.0,,2,no,934ea944bc1c31893a3eb34b6e9a6a742b254df8c35262b2aa62647563c35f18,negative,0.8398025631904602,"[0.02565712295472622, -0.010340875014662743, 0.0558786503970623, 0.0016519012860953808, 0.043971821665763855, 0.017582088708877563, 0.07097616046667099, 0.09667938947677612, -0.030057204887270927, -0.007050453219562769, -0.014982164837419987, -0.0244133397936821, -0.01784564182162285, 0.0499335378408432, -0.004362208768725395, -0.017926864326000214, -0.032429929822683334, -0.06870527565479279, -0.06404643505811691, 0.029238328337669373, 0.013526746071875095, -0.0528775230050087, -0.01978972740471363, -0.018337588757276535, 0.007023291662335396, 0.0638270378112793, -0.03911929950118065, 0.00015574766439385712, -0.046835221350193024, -0.1969011425971985, -0.023574454709887505, -0.07443350553512573, -0.009060721844434738, -0.044580403715372086, 0.032639484852552414, -0.02118491195142269, -0.016999131068587303, -0.006302773021161556, -0.0031555122695863247, 0.06242595613002777, 0.07042217999696732, 0.027421895414590836, -0.03535982593894005, -0.05399535223841667, -0.04069163277745247, -0.027470173314213753, -0.014990083873271942, 0.01410758774727583, 0.08652840554714203, -0.011353765614330769, 0.04115218669176102, -0.034695517271757126, -0.007011326029896736, 0.007511575240641832, 0.006431116722524166, 0.032188691198825836, 0.025093531236052513, 0.009930453263223171, 0.045654524117708206, 0.012888430617749691, 0.00410068966448307, 0.0006995404255576432, -0.2248172014951706, 0.04038941115140915, 0.008492531254887581, 0.04500642791390419, -0.06163505092263222, 0.009453427977859974, 0.03472656384110451, 0.029830163344740868, -0.020656658336520195, 0.034531984478235245, 0.02951434813439846, 0.04067244380712509, 0.01890079863369465, -0.062175456434488297, -0.02194742113351822, -0.013394569978117943, -0.003900573356077075, 0.051801152527332306, 0.04810304939746857, -0.033237047493457794, -0.040976498275995255, -0.009434176608920097, -0.022178873419761658, -0.08343291282653809, -0.0003112401464022696, -0.04453851282596588, 0.00526331877335906, -0.005841242615133524, 0.024802204221487045, -0.06081993132829666, 0.014642374590039253, 0.04961477965116501, -0.09893405437469482, 0.001561978249810636, 0.022914329543709755, -0.008785978890955448, -0.0616886131465435, 0.2227303385734558, 0.03647098317742348, 0.05146822705864906, 0.05015866085886955, 0.035111233592033386, -0.003797271056100726, -0.03321360796689987, -0.052887171506881714, -0.009474676102399826, -0.045116618275642395, -0.006637494079768658, -0.0258699432015419, -0.020917780697345734, 0.07544240355491638, -0.02653566002845764, -0.02601601928472519, 0.06747719645500183, 0.05010859668254852, 0.04880721867084503, -0.05034694820642471, -0.007065324112772942, -0.041302599012851715, 0.006784496828913689, 0.06211387738585472, 0.017312336713075638, -0.02639898657798767, -0.06529615819454193, 0.04496009275317192, 0.12001104652881622, -0.022746849805116653, 0.03722158819437027, 0.011306144297122955, -0.07798163592815399, 0.003554956056177616, -0.04583604261279106, 0.007206873502582312, -0.011169953271746635, 0.030209856107831, 0.013853932730853558, 0.05273555964231491, -0.02457892708480358, -0.02432919107377529, -0.13136786222457886, -0.015430622734129429, -0.06487444788217545, -0.04708670824766159, 0.058749739080667496, 0.008740250021219254, -0.01882031559944153, -0.0119940722361207, -0.01612258329987526, 0.009760922752320766, -0.002514251507818699, -0.053926024585962296, -0.031311165541410446, -0.032688822597265244, 0.04135481268167496, 0.04676193743944168, 0.06880191713571548, -0.047122642397880554, 0.05823061242699623, 0.04792186990380287, -0.05952024459838867, -0.03579018637537956, 0.12182802706956863, 0.05253147706389427, -0.06252499669790268, 0.006580202840268612, -0.004340029321610928, -0.0011225549969822168, -0.01964344084262848, 0.011491617187857628, 0.005483101587742567, -0.05453656241297722, 0.02412087470293045, 0.07287009805440903, 0.019956424832344055, -0.004526931326836348, 0.04403681680560112, -0.0025841041933745146, -0.04045327380299568, 0.04677858576178551, -0.013609535060822964, -0.04380493983626366, 0.04262702167034149, 0.09402254223823547, 0.0015023985179141164, -0.016718851402401924, -0.061502113938331604, 0.05505591258406639, 0.05699862539768219, -0.022890573367476463, -0.021296191960573196, -0.056552961468696594, -0.016574177891016006, -0.006034182850271463, -0.026999901980161667, -0.015302419662475586, -0.035175152122974396, 0.06721179932355881, -0.042001865804195404, 0.08440659195184708, 0.000864284229464829, -0.03287176787853241, 0.04208214208483696, -0.006099768914282322, 0.05499919131398201, 0.011647096835076809, -0.016541430726647377, -0.00706741027534008, 0.020377686247229576, -0.028069058433175087, 0.04207697883248329, 0.09466397762298584, -0.016504961997270584, -0.030690930783748627, 0.033022962510585785, 0.044988978654146194, 0.032709818333387375, -0.022303063422441483, 0.02103499509394169, 0.024137115105986595, -0.09082973748445511, -0.014055680483579636, -0.23399482667446136, 0.04211225360631943, -0.009830798022449017, -0.023422665894031525, 0.014068701304495335, -0.013802303932607174, 0.032762955874204636, -0.009164269082248211, 0.027479177340865135, 0.08882244676351547, 0.08032255619764328, -0.010828300379216671, -0.0027356983628124, 0.0272058192640543, 0.01401473768055439, 0.05486559495329857, 0.030043546110391617, 0.040897186845541, 0.0028597440104931593, -0.017676416784524918, -0.021769598126411438, 0.018321946263313293, -0.06282960623502731, -0.021886439993977547, 0.030963655561208725, -0.026756657287478447, 0.25736042857170105, 0.05140162631869316, 0.013719342648983002, -0.07099895924329758, 0.04627051204442978, -0.016790863126516342, 0.02285783551633358, -0.0691552609205246, 0.029135391116142273, -0.0010715026874095201, 0.042721886187791824, -0.02943282201886177, -0.004400830250233412, -0.04344085603952408, -0.04286672919988632, 0.03427186608314514, -0.007619915530085564, -0.053067564964294434, 0.0032521607354283333, 0.010399679653346539, -0.0707918033003807, 0.022385651245713234, -0.05735662579536438, 0.042194467037916183, 0.05167219415307045, -0.009728631004691124, 0.05248722806572914, -0.013252412900328636, 0.060062214732170105, -0.04951571300625801, -0.06812887638807297, 0.03639225289225578, -0.04221580922603607, 0.038530170917510986, 0.014627410098910332, -0.041000451892614365, 0.030707094818353653, -0.06699203699827194, 0.06241167336702347, 0.0005427096621133387, 0.018747229129076004, -0.07692668586969376, 0.03843417018651962, -0.03183372691273689, -0.06274157017469406, 0.09404675662517548, 0.03391224145889282, -0.04241195321083069, 0.08249170333147049, -0.005340782925486565, 0.04323842376470566, -0.006037460640072823, -0.006248184945434332, -0.04794196039438248, 0.02640848234295845, 0.006458174902945757, 0.041069891303777695, 0.024121848866343498, -0.001977489795535803, 0.023604707792401314, 0.02470049075782299, -0.011179107241332531, 0.013290537521243095, -0.06919831037521362, -0.02766326814889908, 0.016669316217303276, -0.04455534368753433, -0.04309695586562157, 0.03939366340637207, 0.01472530234605074, -0.25405678153038025, 0.01587548665702343, 0.010293076746165752, 0.0043717361986637115, -0.032958533614873886, 0.042176444083452225, 0.008479307405650616, 0.0436580553650856, -0.03782910481095314, -0.026803649961948395, 0.03639516979455948, 0.023233842104673386, 0.029542936012148857, -0.021227629855275154, 0.023848311975598335, -0.004008888732641935, -0.0062079341150820255, -0.028352878987789154, 0.05181306228041649, -0.03227313980460167, -0.009351233951747417, 0.0424368716776371, 0.20602159202098846, -0.022446408867836, 0.011644602753221989, 0.026376862078905106, -0.021777410060167313, 0.026820724830031395, 0.036280058324337006, 0.012195644900202751, 0.01207802351564169, 0.0007416518637910485, 0.10742242634296417, -0.040646761655807495, 0.012068144977092743, -0.030951909720897675, -0.05978010222315788, 0.03296807408332825, -0.012976167723536491, -0.04368021339178085, -0.05108829587697983, 0.014223425649106503, -0.01904935948550701, -0.089584119617939, 0.06620539724826813, 0.026005305349826813, -0.039716463536024094, -0.08557988703250885, 0.026822324842214584, 0.019487831741571426, -0.020237261429429054, 0.02341282181441784, -0.0013618611264973879, 0.0041053821332752705, 0.039277076721191406, 0.013566659763455391, -0.06867074966430664, -0.04660748317837715, -0.04699406772851944, -0.0178085807710886, -0.017292862758040428, -0.03935085982084274, -0.05538621544837952, 0.005687194410711527, 0.029840677976608276]",0.8373201537047624,0.5704031059593424,False
2,Air Canada rouge,10.0,"""showing if the bathroom is occupied""",2025-03-29,False,"  Flight was awesome. Staff was awesome. My issue is the fact that Air Canada doesn't notify people that there is a light showing if the bathroom is occupied or not. Green if available, red if occupied. The stewardess had to keep returning people to their seats as they kept lining up and blocking the aisle. A simple glance can tell you if there is someone already in the bathroom. In the business section they keep the curtain closed. You might think no one is using the bathroom but it could be the pilot or co-pilot, but a simple glance up will show you that it is available or not.",https://www.airlinequality.com/wp-content/uploads/2025/03/20250327_194908-1-500x500.jpg,,Couple Leisure,Economy Class,Toronto to Dominican Republic,2025-03-01,5.0,5.0,5.0,5.0,,5.0,5,yes,e3d01b5c957953c87a79ff0869dbcd98c2323b0b5a0ca1620f2f347ae1aa7fa5,neutral,0.5254347324371338,"[-0.000553521269466728, 0.024896137416362762, 0.05799267068505287, -0.012850061990320683, 0.006848255638033152, 0.04241744428873062, 0.10605549067258835, 0.06473279744386673, 0.00994632113724947, -0.010478955693542957, 9.014581155497581e-05, -0.010272801853716373, -0.0032230832148343325, 0.06695481389760971, -0.018138792365789413, -0.01449710875749588, 0.013218983076512814, -0.021499190479516983, -0.06315053254365921, -0.01568703167140484, 0.06259006261825562, -0.02910555526614189, -0.02323143742978573, -0.026462813839316368, 0.0041828821413218975, 0.0317293219268322, -0.06994152069091797, -0.019385110586881638, -0.02974507212638855, -0.2136925756931305, -0.0330442413687706, -0.053776249289512634, 0.05003064125776291, -0.041565053164958954, 0.022364526987075806, -0.03368702903389931, -0.03155285120010376, 0.035047128796577454, -0.012942894361913204, 0.03599897027015686, 0.03227720037102699, -0.0013457201421260834, 0.016998538747429848, -0.06698006391525269, -0.032630804926157, -0.02333145961165428, -0.002596060046926141, -0.017211491242051125, 0.02292737364768982, -0.013186055235564709, 0.056014031171798706, -0.014591600745916367, 0.004408367443829775, 0.017288560047745705, 0.04284749925136566, 0.027147945016622543, 0.03208741173148155, -0.048857431858778, 0.017749449238181114, 0.005571869667619467, 0.0516602098941803, 0.026845809072256088, -0.19445057213306427, 0.10654310137033463, 0.06760955601930618, 0.010481193661689758, -0.043058235198259354, -0.07346818596124649, 0.03804771602153778, -0.02860858291387558, -2.81273514701752e-05, 0.005830144975334406, -0.004675715230405331, 0.010708155110478401, -0.012471606954932213, -0.033272288739681244, 0.001992120174691081, -0.024837961420416832, 0.024371137842535973, 0.01912612095475197, 0.018932340666651726, -0.050466641783714294, -0.03738794103264809, 0.014046676456928253, -0.005469202529639006, -0.0833236575126648, 0.03494644910097122, -0.05173841118812561, 0.01950807310640812, -0.003081572474911809, -0.003742724657058716, -0.039812587201595306, -0.01968180388212204, 0.023578954860568047, -0.06473232060670853, -0.02514147199690342, 0.028184035792946815, 0.0005527033936232328, -0.08081156760454178, 0.24220934510231018, -0.03399617224931717, 0.07787897437810898, 0.047168418765068054, 0.0204938817769289, 0.04001477733254433, -0.024025848135352135, 0.013990456238389015, -0.0016761950682848692, -0.030306903645396233, -0.0019385219784453511, 0.005409703589975834, 0.00695457449182868, 0.06460873782634735, -0.05242076888680458, -0.034456439316272736, 0.07293905317783356, 0.06576122343540192, 0.039155781269073486, -0.0031364108435809612, -0.025032229721546173, -0.0027857243549078703, 0.017780743539333344, 0.05460623279213905, -0.018653694540262222, 0.0015324486885219812, -0.07128214091062546, 0.08504196256399155, 0.11173496395349503, -0.02369607426226139, 0.04934623837471008, 0.03981955721974373, -0.09496011584997177, 0.015172459185123444, -0.06766460090875626, -0.002640743972733617, 0.004651098046451807, 0.05607591196894646, -0.00562104070559144, 0.041595201939344406, -0.07583227008581161, -0.007685853634029627, -0.10288742929697037, 0.0017974572256207466, -0.0761086493730545, 0.013779510743916035, 0.08495671302080154, -0.04367615282535553, 0.03232813999056816, -0.029785705730319023, 0.0007735438994131982, -0.013463928364217281, 0.03148776665329933, -0.06387647241353989, -0.01746826060116291, -0.009366272017359734, 0.03146522492170334, 0.03984849900007248, 0.09726031869649887, -0.032035525888204575, 0.029773734509944916, 0.04970655217766762, -0.036848194897174835, -0.04109473153948784, 0.04305686429142952, 0.027967313304543495, -0.05804978683590889, -0.011952875182032585, 0.011708404868841171, -0.020181184634566307, -0.037919458001852036, -0.0062406305223703384, 0.013010043650865555, -0.06391829997301102, 0.036185164004564285, 0.06326548755168915, -0.010774207301437855, -0.03117414377629757, 0.05411528795957565, 0.03732423111796379, -0.006717795040458441, 0.041018351912498474, -0.052686791867017746, -0.0023121789563447237, 0.03741887956857681, 0.08443243056535721, -0.05382785201072693, 0.015355768613517284, -0.05079768970608711, 0.032910797744989395, 0.06767644733190536, -0.008250693790614605, -0.024037707597017288, -0.0378541573882103, 0.008856256492435932, -0.033471014350652695, -0.04644286260008812, -0.027099832892417908, -0.06759051978588104, 0.025099821388721466, -0.02828367054462433, 0.04141191393136978, -0.024125125259160995, -0.02353336662054062, 0.01397258322685957, 0.011768541298806667, 0.03249400109052658, 0.015415516681969166, 0.019166305661201477, 0.04268540069460869, 0.004697646480053663, -0.0292064156383276, 0.033175479620695114, 0.035638999193906784, -0.02955722063779831, -0.05366586893796921, 0.024277212098240852, 0.01909240148961544, 0.008522639982402325, 0.025340208783745766, 0.03146747127175331, 0.07111899554729462, 0.051755115389823914, -0.06415528059005737, -0.24419145286083221, 0.031004909425973892, -0.0019759833812713623, -0.020336659625172615, 0.04113493487238884, -0.0228933896869421, 0.03935618698596954, 0.03647611290216446, 0.04143483191728592, 0.07619604468345642, 0.09960250556468964, -0.00546062458306551, 0.004095030017197132, 0.004694916773587465, 0.0050880191847682, 0.03827322646975517, -0.00429611187428236, 0.015073773451149464, -0.02541487105190754, -0.054278675466775894, -0.010366946458816528, 0.027292966842651367, -0.03164144977927208, -0.03430837392807007, 0.01463207509368658, -0.02982805110514164, 0.2524765729904175, 0.01871824450790882, 0.03474681079387665, -0.05190899595618248, 0.02464471571147442, -0.023723041638731956, 0.004678596276789904, -0.11989117413759232, 0.07642712444067001, 0.05985521897673607, 0.005905930418521166, -0.04397111013531685, -0.02627459168434143, -0.0486813485622406, -0.015663107857108116, 0.04732516035437584, -0.013045324943959713, -0.06143331527709961, -0.007098976522684097, -0.05359881371259689, -0.05075966939330101, 0.008621511049568653, -0.08915876597166061, -0.01643345318734646, 0.02706136181950569, -0.022442815825343132, 0.03964080661535263, 0.0109438830986619, 0.01480451226234436, -0.01360655203461647, -0.05004335567355156, 0.017094865441322327, -0.0507393479347229, 0.06462087482213974, -0.02760348655283451, 0.0003856487455777824, 0.012336603365838528, -0.044098369777202606, 0.05134022235870361, 0.05031382292509079, -0.04174394905567169, -0.03887990117073059, 0.002610130701214075, -0.012726737186312675, -0.05013298615813255, 0.075446717441082, -0.01680944114923477, -0.03096061386168003, 0.05136357992887497, 0.02623939886689186, 0.07347248494625092, -0.03818077594041824, -0.007040674798190594, -0.04342106729745865, 0.030929161235690117, -0.05523732677102089, 0.03458503633737564, -0.02159259282052517, 0.012954555451869965, 0.014421392232179642, 0.025308378040790558, -0.036976158618927, 0.013774770312011242, -0.040127918124198914, 0.00041005530511029065, 0.013943645171821117, -0.0006476526614278555, -0.026290301233530045, 0.030102070420980453, 0.03044048510491848, -0.2740459740161896, 0.005313580390065908, 0.0029387481044977903, -0.004554972518235445, -0.04762941971421242, 0.051979999989271164, -0.028337402269244194, 0.028291938826441765, -0.05724134296178818, 0.009891062043607235, 0.04023369029164314, 0.005398386623710394, 0.020339829847216606, -0.04672811180353165, 0.027438994497060776, 0.07266678661108017, 0.09340643137693405, -0.032484252005815506, 0.01834462583065033, -0.058776237070560455, 0.061738040298223495, 0.025358328595757484, 0.22300973534584045, -0.010716741904616356, 0.021622370928525925, 0.010878714732825756, -0.003458217950537801, -0.003408417571336031, 0.005830957554280758, 0.010167411528527737, 0.04377579316496849, 0.0053062643855810165, 0.05655067786574364, -0.0744621679186821, -0.005439540836960077, -0.009169114753603935, 0.0042585046030581, 0.04649555683135986, 0.024826619774103165, -0.03159375488758087, -0.0713278129696846, -0.00994062703102827, -0.024937141686677933, -0.06249036267399788, 0.08363248407840729, -0.04216242581605911, -0.0405188612639904, -0.002961414633318782, 0.027593465521931648, -0.04530095309019089, -0.014531386084854603, 0.018499793484807014, -0.04164956510066986, 0.024443361908197403, 0.025212211534380913, 0.04626249894499779, -0.057961516082286835, -0.02596195973455906, -0.0383235327899456, 8.609487122157589e-05, -0.029681771993637085, -0.044456277042627335, 0.010515286587178707, 0.003152118530124426, 0.04188884422183037]",0.7924627684820047,0.6442627243992183,False
